Date,Price,High,Low,Volume,Last Close,Change,Var%
2014-12-09,1.1825,,,25427.0,1.1825,,
2014-12-08,1.221,,,185154.0,1.221,,
2014-12-05,1.199,,,100152.0,1.199,,
2014-12-04,1.1905,,,93182.0,1.1905,,
2014-12-03,1.1915,,,273019.0,1.1915,,
2014-12-02,1.233,,,3285088.0,1.233,,
2014-12-01,1.175,,,1517841.0,1.175,,
2014-11-28,1.1725,,,154564.0,1.1725,,
2014-11-27,1.1385,,,21000.0,1.1385,,
2014-11-26,1.1325,,,19168.0,1.1325,,
2014-11-25,1.124,,,82309.0,1.124,,
2014-11-24,1.119,,,42089.0,1.119,,
2014-11-21,1.1285,,,6409.0,1.1285,,
2014-11-20,1.111,,,64032.0,1.111,,
2014-11-19,1.0985,,,79206.0,1.0985,,
2014-11-18,1.1105,,,29855.0,1.1105,,
2014-11-17,1.1205,,,24365.0,1.1205,,
2014-11-14,1.141,,,69744.0,1.141,,
2014-11-13,1.119,,,148567.0,1.119,,
2014-11-12,1.1025,,,129498.0,1.1025,,
2014-11-11,1.06,,,741153.0,1.06,,
2014-11-10,1.0605,,,247582.0,1.0605,,
2014-11-07,1.05,,,160900.0,1.05,,
2014-11-06,1.077,,,107886.0,1.077,,
2014-11-05,1.0715,,,363842.0,1.0715,,
2014-11-04,1.0915,,,3660.0,1.0915,,
2014-11-03,1.0985,,,63550.0,1.0985,,
2014-10-31,1.078,,,425173.0,1.078,,
2014-10-30,1.1125,,,557084.0,1.1125,,
2014-10-29,1.0955,,,41752.0,1.0955,,
2014-10-28,1.0855,,,84916.0,1.0855,,
2014-10-27,1.068,,,166433.0,1.068,,
2014-10-24,1.082,,,165871.0,1.082,,
2014-10-23,1.0815,,,3110482.0,1.0815,,
2014-10-22,1.081,,,250544.0,1.081,,
2014-10-21,1.0685,,,127035.0,1.0685,,
2014-10-20,1.051,,,103853.0,1.051,,
2014-10-17,1.069,,,163994.0,1.069,,
2014-10-16,1.043,,,5390212.0,1.043,,
2014-10-15,1.037,,,1006707.0,1.037,,
2014-10-14,1.029,,,352150.0,1.029,,
2014-10-13,1.03,,,26455.0,1.03,,
2014-10-10,1.021,,,910.0,1.021,,
2014-10-08,1.045,,,571956.0,1.045,,
2014-10-07,1.0088,,,4132184.0,1.0088,,
2014-10-06,1.003,,,63216.0,1.003,,
2014-10-03,0.9925,,,193070.0,0.9925,,
2014-10-02,0.996,,,124745.0,0.996,,
2014-10-01,0.971,,,378341.0,0.971,,
2014-09-30,0.972,,,653201.0,0.972,,
2014-09-29,0.977,,,488062.0,0.977,,
2014-09-26,0.975,,,1139593.0,0.975,,
2014-09-25,0.974,,,654372.0,0.974,,
2014-09-24,0.992,,,955856.0,0.992,,
2014-09-23,0.973,,,689030.0,0.973,,
2014-09-22,0.968,,,699527.0,0.968,,
2014-09-19,0.98,,,660423.0,0.98,,
2014-09-18,1.009,,,134103.0,1.009,,
2014-09-17,1.017,,,104969.0,1.017,,
2014-09-16,1.018,,,464535.0,1.018,,
2014-09-15,1.0275,,,482759.0,1.0275,,
2014-09-12,1.032,,,477570.0,1.032,,
2014-09-11,1.051,,,736999.0,1.051,,
2014-09-10,1.071,,,469950.0,1.071,,
2014-09-09,1.083,,,613116.0,1.083,,
2014-09-08,1.087,,,217306.0,1.087,,
2014-09-05,1.098,,,125153.0,1.098,,
2014-09-04,1.088,,,1381978.0,1.088,,
2014-09-03,1.105,,,222006.0,1.105,,
2014-09-02,1.136,,,462114.0,1.136,,
2014-09-01,1.1605,,,187726.0,1.1605,,
2014-08-29,1.166,,,17722.0,1.166,,
2014-08-28,1.185,,,808104.0,1.185,,
2014-08-27,1.1415,,,408892.0,1.1415,,
2014-08-26,1.127,,,547420.0,1.127,,
2014-08-22,1.161,,,427036.0,1.161,,
2014-08-21,1.141,,,40248.0,1.141,,
2014-08-20,1.125,,,10200.0,1.125,,
2014-08-19,1.1435,,,249492.0,1.1435,,
2014-08-18,1.143,,,445243.0,1.143,,
2014-08-15,1.132,,,198351.0,1.132,,
2014-08-14,1.131,,,3524.0,1.131,,
2014-08-13,1.129,,,439014.0,1.129,,
2014-08-12,1.134,,,84231.0,1.134,,
2014-08-11,1.1545,,,21493.0,1.1545,,
2014-08-08,1.166,,,48925.0,1.166,,
2014-08-07,1.197,,,2136526.0,1.197,,
2014-08-06,1.196,,,2060439.0,1.196,,
2014-08-05,1.15,,,51147.0,1.15,,
2014-08-04,1.162,,,751145.0,1.162,,
2014-08-01,1.1435,,,10900.0,1.1435,,
2014-07-31,1.12,,,470437.0,1.12,,
2014-07-30,1.1155,,,332377.0,1.1155,,
2014-07-29,1.1035,,,66270.0,1.1035,,
2014-07-28,1.1345,,,526785.0,1.1345,,
2014-07-25,1.1345,,,512706.0,1.1345,,
2014-07-24,1.13,,,241834.0,1.13,,
2014-07-23,1.1145,,,539043.0,1.1145,,
2014-07-22,1.1155,,,1508998.0,1.1155,,
2014-07-21,1.1155,,,515402.0,1.1155,,
2014-07-18,1.1325,,,716768.0,1.1325,,
2014-07-17,1.1285,,,5019335.0,1.1285,,
2014-07-16,1.1395,,,111881.0,1.1395,,
2014-07-15,1.1295,,,327237.0,1.1295,,
2014-07-14,1.126,,,1704155.0,1.126,,
2014-07-11,1.1475,,,957679.0,1.1475,,
2014-07-10,1.1655,,,654067.0,1.1655,,
2014-07-09,1.1675,,,199154.0,1.1675,,
2014-07-08,1.184,,,1022058.0,1.184,,
2014-07-07,1.1935,,,49922.0,1.1935,,
2014-07-04,1.233,,,119230.0,1.233,,
2014-07-03,1.229,,,540174.0,1.229,,
2014-07-02,1.2125,,,469250.0,1.2125,,
2014-07-01,1.2085,,,1197423.0,1.2085,,
2014-06-30,1.244,,,1305688.0,1.244,,
2014-06-27,1.262,,,100991.0,1.262,,
2014-06-26,1.236,,,737862.0,1.236,,
2014-06-25,1.2355,,,573713.0,1.2355,,
2014-06-24,1.2315,,,353110.0,1.2315,,
2014-06-23,1.249,,,837289.0,1.249,,
2014-06-20,1.2695,,,140656.0,1.2695,,
2014-06-19,1.264,,,140405.0,1.264,,
2014-06-18,1.272,,,1322140.0,1.272,,
2014-06-17,1.2555,,,760335.0,1.2555,,
2014-06-16,1.262,,,189852.0,1.262,,
2014-06-13,1.2775,,,58826.0,1.2775,,
2014-06-12,1.27,,,229284.0,1.27,,
2014-06-11,1.304,,,415748.0,1.304,,
2014-06-10,1.304,,,128512.0,1.304,,
2014-06-09,1.3185,,,137852.0,1.3185,,
2014-06-06,1.324,,,32426.0,1.324,,
2014-06-05,1.3165,,,37200.0,1.3165,,
2014-06-04,1.3345,,,33560.0,1.3345,,
2014-06-03,1.328,,,268469.0,1.328,,
2014-06-02,1.3385,,,260208.0,1.3385,,
2014-05-30,1.3625,,,8483.0,1.3625,,
2014-05-29,1.3675,,,28384.0,1.3675,,
2014-05-28,1.371,,,204135.0,1.371,,
2014-05-27,1.392,,,280818.0,1.392,,
2014-05-23,1.415,,,57170.0,1.415,,
2014-05-22,1.4185,,,454627.0,1.4185,,
2014-05-21,1.4405,,,124429.0,1.4405,,
2014-05-20,1.456,,,67988.0,1.456,,
2014-05-19,1.4405,,,82658.0,1.4405,,
2014-05-16,1.459,,,251864.0,1.459,,
2014-05-15,1.471,,,105863.0,1.471,,
2014-05-14,1.4965,,,297177.0,1.4965,,
2014-05-13,1.5275,,,5058.0,1.5275,,
2014-05-12,1.5345,,,105420.0,1.5345,,
2014-05-09,1.58,,,44597.0,1.58,,
2014-05-08,1.583,,,207116.0,1.583,,
2014-05-07,1.593,,,129906.0,1.593,,
2014-05-06,1.595,,,768725.0,1.595,,
2014-05-02,1.548,,,7550.0,1.548,,
2014-05-01,1.5305,,,94429.0,1.5305,,
2014-04-30,1.5525,,,81225.0,1.5525,,
2014-04-29,1.548,,,46919.0,1.548,,
2014-04-28,1.5235,,,64042.0,1.5235,,
2014-04-25,1.5295,,,32421.0,1.5295,,
2014-04-24,1.5155,,,158060.0,1.5155,,
2014-04-23,1.4745,,,58013.0,1.4745,,
2014-04-22,1.454,,,59340.0,1.454,,
2014-04-17,1.5185,,,14605.0,1.5185,,
2014-04-16,1.5365,,,320314.0,1.5365,,
2014-04-15,1.4955,,,27225.0,1.4955,,
2014-04-14,1.5,,,149963.0,1.5,,
2014-04-11,1.4515,,,187916.0,1.4515,,
2014-04-10,1.442,,,106240.0,1.442,,
2014-04-09,1.481,,,30380.0,1.481,,
2014-04-08,1.473,,,14500.0,1.473,,
2014-04-07,1.4715,,,6069.0,1.4715,,
2014-04-04,1.453,,,18387.0,1.453,,
2014-04-03,1.4725,,,28924.0,1.4725,,
2014-04-02,1.4705,,,905427.0,1.4705,,
2014-04-01,1.51,,,49494.0,1.51,,
2014-03-31,1.514,,,91524.0,1.514,,
2014-03-28,1.523,,,108480.0,1.523,,
2014-03-27,1.5475,,,212637.0,1.5475,,
2014-03-26,1.5305,,,154987.0,1.5305,,
2014-03-25,1.5565,,,88943.0,1.5565,,
2014-03-24,1.566,,,1043191.0,1.566,,
2014-03-21,1.5305,,,268756.0,1.5305,,
2014-03-20,1.5385,,,1461840.0,1.5385,,
2014-03-19,1.5685,,,1982473.0,1.5685,,
2014-03-18,1.5095,,,2251187.0,1.5095,,
2014-03-17,1.491,,,365517.0,1.491,,
2014-03-14,1.4955,,,174295.0,1.4955,,
2014-03-13,1.4815,,,372223.0,1.4815,,
2014-03-12,1.491,,,216136.0,1.491,,
2014-03-11,1.4355,,,72933.0,1.4355,,
2014-03-10,1.431,,,1044997.0,1.431,,
2014-03-07,1.434,,,460553.0,1.434,,
2014-03-06,1.412,,,232858.0,1.412,,
2014-03-05,1.4085,,,695273.0,1.4085,,
2014-03-04,1.386,,,132643.0,1.386,,
2014-03-03,1.401,,,382109.0,1.401,,
2014-02-28,1.314,,,167513.0,1.314,,
2014-02-27,1.3255,,,28346.0,1.3255,,
2014-02-26,1.344,,,42500.0,1.344,,
2014-02-25,1.345,,,233703.0,1.345,,
2014-02-24,1.33,,,139411.0,1.33,,
2014-02-21,1.339,,,1008354.0,1.339,,
2014-02-20,1.337,,,26697.0,1.337,,
2014-02-19,1.332,,,19902.0,1.332,,
2014-02-18,1.315,,,10000.0,1.315,,
2014-02-17,1.303,,,12000.0,1.303,,
2014-02-14,1.3099,,,13189.0,1.3099,,
2014-02-13,1.294,,,412467.0,1.294,,
2014-02-12,1.285,,,4163.0,1.285,,
2014-02-11,1.29,,,489613.0,1.29,,
2014-02-10,1.2765,,,15866.0,1.2765,,
2014-02-07,1.276,,,31725.0,1.276,,
2014-02-06,1.278,,,29787.0,1.278,,
2014-02-05,1.28,,,117754.0,1.28,,
2014-02-03,1.2209,,,7471.0,1.2209,,
2014-01-31,1.215,,,36398.0,1.215,,
2014-01-30,1.215,,,5687.0,1.215,,
2014-01-29,1.242,,,1290.0,1.242,,
2014-01-28,1.248,,,132883.0,1.248,,
2014-01-27,1.25,,,8778.0,1.25,,
2014-01-24,1.2459,,,5150.0,1.2459,,
2014-01-23,1.245,,,3922.0,1.245,,
2014-01-22,1.234,,,87261.0,1.234,,
2014-01-21,1.24,,,10727.0,1.24,,
2014-01-20,1.236,,,8482.0,1.236,,
2014-01-16,1.2489,,,518.0,1.2489,,
2014-01-15,1.262,,,918.0,1.262,,
2014-01-14,1.256,,,303.0,1.256,,
2014-01-13,1.261,,,20781.0,1.261,,
2014-01-10,1.2841,,,5555.0,1.2841,,
2014-01-09,1.281,,,358.0,1.281,,
2014-01-08,1.326,,,1241.0,1.326,,
2014-01-07,1.319,,,119753.0,1.319,,
2014-01-06,1.34,,,37203.0,1.34,,
2014-01-03,1.3123,,,1509711.0,1.3123,,
2014-01-02,1.341,,,56918.0,1.341,,
2013-12-31,1.3209,,,10066.0,1.3209,,
2013-12-30,1.332,,,4000.0,1.332,,
2013-12-27,1.327,,,12702.0,1.327,,
2013-12-23,1.338,,,2538.0,1.338,,
2013-12-20,1.335,,,4400.0,1.335,,
2013-12-19,1.353,,,20371.0,1.353,,
2013-12-18,1.3521,,,1825.0,1.3521,,
2013-12-17,1.369,,,16236.0,1.369,,
2013-12-16,1.369,,,4749.0,1.369,,
2013-12-13,1.3815,,,15170304.0,1.3815,,
2013-12-12,1.3878,,,6000.0,1.3878,,
2013-12-11,1.408,,,315304.0,1.408,,
2013-12-10,1.4141,,,29937.0,1.4141,,
2013-12-09,1.431,,,17372.0,1.431,,
2013-12-06,1.4295,,,2363.0,1.4295,,
2013-12-05,1.43,,,1091.0,1.43,,
2013-12-04,1.461,,,3174.0,1.461,,
2013-12-02,1.453,,,160001.0,1.453,,
2013-11-27,1.456,,,13409.0,1.456,,
2013-11-25,1.451,,,330.0,1.451,,
2013-11-22,1.4435,,,145432.0,1.4435,,
2013-11-21,1.447,,,18100.0,1.447,,
2013-11-20,1.45,,,140000.0,1.45,,
2013-11-19,1.442,,,2358.0,1.442,,
2013-11-18,1.439,,,152928.0,1.439,,
2013-11-15,1.441,,,22337.0,1.441,,
2013-11-14,1.453,,,1000.0,1.453,,
2013-11-13,1.4415,,,12980.0,1.4415,,
2013-11-12,1.452,,,2183.0,1.452,,
2013-11-11,1.463,,,22097.0,1.463,,
2013-11-08,1.456,,,1277.0,1.456,,
2013-11-05,1.485,,,5951.0,1.485,,
2013-11-04,1.496,,,15488.0,1.496,,
2013-11-01,1.4995,,,10599.0,1.4995,,
2013-10-31,1.505,,,9084.0,1.505,,
2013-10-30,1.5155,,,25555.0,1.5155,,
2013-10-29,1.5225,,,195.0,1.5225,,
2013-10-28,1.536,,,10152.0,1.536,,
2013-10-25,1.562,,,244.0,1.562,,
2013-10-24,1.573,,,10276.0,1.573,,
2013-10-23,1.583,,,1529.0,1.583,,
2013-10-22,1.562,,,50.0,1.562,,
2013-10-21,1.576,,,34082.0,1.576,,
2013-10-18,1.557,,,8418.0,1.557,,
2013-10-16,1.53,,,1342.0,1.53,,
2013-10-15,1.542,,,20515.0,1.542,,
2013-10-14,1.554,,,10276.0,1.554,,
2013-10-11,1.548,,,10533.0,1.548,,
2013-10-10,1.554,,,1149.0,1.554,,
2013-10-08,1.558,,,10413.0,1.558,,
2013-10-07,1.554,,,6521420.0,1.554,,
2013-10-04,1.543,,,571999.0,1.543,,
2013-10-03,1.5475,,,9685.0,1.5475,,
2013-10-02,1.537,,,15750.0,1.537,,
2013-10-01,1.5215,,,7760.0,1.5215,,
2013-09-30,1.5265,,,253800.0,1.5265,,
2013-09-27,1.531,,,977307.0,1.531,,
2013-09-26,1.499,,,14640.0,1.499,,
2013-09-25,1.486,,,16074.0,1.486,,
2013-09-23,1.448,,,10732.0,1.448,,
2013-09-20,1.4455,,,659087.0,1.4455,,
2013-09-19,1.465,,,5688.0,1.465,,
2013-09-16,1.438,,,4243.0,1.438,,
2013-09-13,1.448,,,11323.0,1.448,,
2013-09-12,1.438,,,3116.0,1.438,,
2013-09-11,1.444,,,10000.0,1.444,,
2013-09-06,1.434,,,12775.0,1.434,,
2013-09-05,1.429,,,29832.0,1.429,,
2013-09-04,1.448,,,20635.0,1.448,,
2013-09-03,1.4505,,,109086.0,1.4505,,
2013-08-30,1.4705,,,1.0,1.4705,,
2013-08-29,1.465,,,55273.0,1.465,,
2013-08-28,1.4915,,,57439.0,1.4915,,
2013-08-27,1.493,,,5192.0,1.493,,
2013-08-22,1.443,,,3543.0,1.443,,
2013-08-21,1.454,,,1093.0,1.454,,
2013-08-20,1.456,,,753.0,1.456,,
2013-08-19,1.459,,,300.0,1.459,,
2013-08-16,1.446,,,40841.0,1.446,,
2013-08-15,1.433,,,29839.0,1.433,,
2013-08-14,1.432,,,13728.0,1.432,,
2013-08-13,1.4505,,,67034.0,1.4505,,
2013-08-12,1.45,,,10153.0,1.45,,
2013-08-09,1.471,,,1338.0,1.471,,
2013-08-08,1.48,,,2090.0,1.48,,
2013-08-07,1.486,,,194.0,1.486,,
2013-08-06,1.471,,,3133.0,1.471,,
2013-08-05,1.521,,,1296.0,1.521,,
2013-08-02,1.518,,,15035.0,1.518,,
2013-08-01,1.491,,,6665.0,1.491,,
2013-07-31,1.508,,,3000.0,1.508,,
2013-07-30,1.506,,,222021.0,1.506,,
2013-07-29,1.4945,,,16195.0,1.4945,,
2013-07-26,1.489,,,4511.0,1.489,,
2013-07-25,1.491,,,3065.0,1.491,,
2013-07-24,1.501,,,2630.0,1.501,,
2013-07-23,1.5,,,500.0,1.5,,
2013-07-22,1.53,,,34051.0,1.53,,
2013-07-19,1.519,,,16000.0,1.519,,
2013-07-16,1.545,,,504419.0,1.545,,
2013-07-15,1.543,,,362.0,1.543,,
2013-07-12,1.571,,,73773.0,1.571,,
2013-07-11,1.57,,,17268.0,1.57,,
2013-07-10,1.546,,,34122.0,1.546,,
2013-07-09,1.56,,,26230.0,1.56,,
2013-07-08,1.529,,,52128.0,1.529,,
2013-07-05,1.527,,,62556.0,1.527,,
2013-07-04,1.535,,,82597.0,1.535,,
2013-07-03,1.523,,,178118.0,1.523,,
2013-07-02,1.5,,,13392.0,1.5,,
2013-07-01,1.5,,,40927.0,1.5,,
2013-06-28,1.531,,,201020.0,1.531,,
2013-06-27,1.562,,,11600.0,1.562,,
2013-06-26,1.577,,,16000.0,1.577,,
2013-06-25,1.583,,,10137.0,1.583,,
2013-06-24,1.575,,,1242176.0,1.575,,
2013-06-21,1.626,,,94990.0,1.626,,
2013-06-20,1.609,,,24400.0,1.609,,
2013-06-19,1.626,,,118328.0,1.626,,
2013-06-18,1.583,,,117717.0,1.583,,
2013-06-17,1.585,,,1298639.0,1.585,,
2013-06-14,1.576,,,33112.0,1.576,,
2013-06-13,1.571,,,9430.0,1.571,,
2013-06-12,1.598,,,105946.0,1.598,,
2013-06-11,1.615,,,542481.0,1.615,,
2013-06-10,1.59,,,10832.0,1.59,,
2013-06-07,1.6155,,,1.0,1.6155,,
2013-06-06,1.607,,,65509.0,1.607,,
2013-06-05,1.641,,,11299.0,1.641,,
2013-06-04,1.639,,,17623.0,1.639,,
2013-06-03,1.617,,,104354.0,1.617,,
2013-05-31,1.6145,,,6201.0,1.6145,,
2013-05-30,1.6,,,34733.0,1.6,,
2013-05-29,1.626,,,38200.0,1.626,,
2013-05-28,1.62,,,65841.0,1.62,,
2013-05-24,1.639,,,57170.0,1.639,,
2013-05-23,1.632,,,3409.0,1.632,,
2013-05-22,1.597,,,81720.0,1.597,,
2013-05-21,1.572,,,307347.0,1.572,,
2013-05-20,1.576,,,368404.0,1.576,,
2013-05-17,1.599,,,19810.0,1.599,,
2013-05-16,1.588,,,142551.0,1.588,,
2013-05-15,1.633,,,165531.0,1.633,,
2013-05-14,1.66,,,248215.0,1.66,,
2013-05-13,1.66,,,391192.0,1.66,,
2013-05-10,1.668,,,132125.0,1.668,,
2013-05-09,1.675,,,147486.0,1.675,,
2013-05-08,1.632,,,67408.0,1.632,,
2013-05-07,1.635,,,224322.0,1.635,,
2013-05-03,1.682,,,329384.0,1.682,,
2013-05-02,1.678,,,129320.0,1.678,,
2013-05-01,1.665,,,18700.0,1.665,,
2013-04-30,1.644,,,67552.0,1.644,,
2013-04-29,1.638,,,79339.0,1.638,,
2013-04-26,1.616,,,212304.0,1.616,,
2013-04-23,1.615,,,74236.0,1.615,,
2013-04-22,1.61,,,25863.0,1.61,,
2013-04-19,1.639,,,28001.0,1.639,,
2013-04-18,1.65,,,92896.0,1.65,,
2013-04-17,1.634,,,1729.0,1.634,,
2013-04-16,1.626,,,297475.0,1.626,,
2013-04-15,1.631,,,68995.0,1.631,,
2013-04-12,1.654,,,196595.0,1.654,,
2013-04-11,1.636,,,37253.0,1.636,,
2013-04-10,1.65,,,68346.0,1.65,,
2013-04-09,1.662,,,26252.0,1.662,,
2013-04-08,1.6725,,,65124.0,1.6725,,
2013-04-05,1.6205,,,55698.0,1.6205,,
2013-04-04,1.6375,,,603727.0,1.6375,,
2013-04-03,1.6115,,,263309.0,1.6115,,
2013-04-02,1.5675,,,313594.0,1.5675,,
2013-03-28,1.63,,,218167.0,1.63,,
2013-03-27,1.732,,,60471.0,1.732,,
2013-03-26,1.7025,,,307184.0,1.7025,,
2013-03-25,1.7105,,,58251.0,1.7105,,
2013-03-22,1.6935,,,29987.0,1.6935,,
2013-03-21,1.713,,,575862.0,1.713,,
2013-03-20,1.7075,,,122608.0,1.7075,,
2013-03-19,1.6875,,,128840.0,1.6875,,
2013-03-18,1.657,,,150552.0,1.657,,
2013-03-15,1.6955,,,393838.0,1.6955,,
2013-03-14,1.6935,,,176392.0,1.6935,,
2013-03-13,1.6575,,,399651.0,1.6575,,
2013-03-12,1.6485,,,339392.0,1.6485,,
2013-03-11,1.6525,,,239244.0,1.6525,,
2013-03-08,1.627,,,263657.0,1.627,,
2013-03-07,1.6095,,,36927.0,1.6095,,
2013-03-06,1.6235,,,197721.0,1.6235,,
2013-03-05,1.656,,,14901.0,1.656,,
2013-03-04,1.65,,,68865.0,1.65,,
2013-03-01,1.68,,,1.0,1.68,,
2013-02-28,1.681,,,6313.0,1.681,,
2013-02-27,1.6865,,,15014.0,1.6865,,
2013-02-26,1.6595,,,73443.0,1.6595,,
2013-02-25,1.6705,,,168281.0,1.6705,,
2013-02-22,1.712,,,65078.0,1.712,,
2013-02-21,1.7005,,,37963.0,1.7005,,
2013-02-20,1.728,,,83760.0,1.728,,
2013-02-19,1.7255,,,171196.0,1.7255,,
2013-02-18,1.761,,,17642.0,1.761,,
2013-02-15,1.755,,,169194.0,1.755,,
2013-02-14,1.7275,,,1020365.0,1.7275,,
2013-02-13,1.739,,,43681.0,1.739,,
2013-02-12,1.7345,,,1619856.0,1.7345,,
2013-02-11,1.78,,,136544.0,1.78,,
2013-02-08,1.8105,,,18467.0,1.8105,,
2013-02-07,1.7885,,,610529.0,1.7885,,
2013-02-06,1.781,,,7721.0,1.781,,
2013-02-05,1.7865,,,20218.0,1.7865,,
2013-02-04,1.8165,,,23560.0,1.8165,,
2013-02-01,1.865,,,36998.0,1.865,,
2013-01-31,1.8385,,,1304.0,1.8385,,
2013-01-30,1.8535,,,28453.0,1.8535,,
2013-01-29,1.8565,,,45446.0,1.8565,,
2013-01-28,1.8345,,,78730.0,1.8345,,
2013-01-25,1.8435,,,52953.0,1.8435,,
2013-01-24,1.819,,,111586.0,1.819,,
2013-01-23,1.8545,,,1171330.0,1.8545,,
2013-01-22,1.847,,,243412.0,1.847,,
2013-01-21,1.8955,,,152562.0,1.8955,,
2013-01-18,1.849,,,51701.0,1.849,,
2013-01-17,1.8615,,,349484.0,1.8615,,
2013-01-16,1.8455,,,170622.0,1.8455,,
2013-01-15,1.856,,,92363.0,1.856,,
2013-01-14,1.825,,,812823.0,1.825,,
2013-01-11,1.7645,,,42893.0,1.7645,,
2013-01-10,1.779,,,104296.0,1.779,,
2013-01-09,1.7715,,,126801.0,1.7715,,
2013-01-08,1.7935,,,55288.0,1.7935,,
2013-01-07,1.7865,,,328332.0,1.7865,,
2013-01-04,1.782,,,165595.0,1.782,,
2013-01-03,1.792,,,147876.0,1.792,,
2013-01-02,1.8305,,,56901.0,1.8305,,
2012-12-31,1.827,,,20001.0,1.827,,
2012-12-28,1.8415,,,2061.0,1.8415,,
2012-12-27,1.8215,,,18995.0,1.8215,,
2012-12-24,1.8805,,,24277.0,1.8805,,
2012-12-21,1.8855,,,21274.0,1.8855,,
2012-12-20,1.873,,,328401.0,1.873,,
2012-12-19,1.9255,,,150731.0,1.9255,,
2012-12-18,1.9265,,,135552.0,1.9265,,
2012-12-17,1.912,,,304811.0,1.912,,
2012-12-14,1.9325,,,12781.0,1.9325,,
2012-12-13,1.9215,,,154361.0,1.9215,,
2012-12-12,1.9355,,,3079501.0,1.9355,,
2012-12-11,1.9555,,,388540.0,1.9555,,
2012-12-10,2.0115,,,75410.0,2.0115,,
2012-12-07,2.0295,,,33121.0,2.0295,,
2012-12-06,2.027,,,145921.0,2.027,,
2012-12-05,2.044,,,20001.0,2.044,,
2012-12-04,2.0275,,,100503.0,2.0275,,
2012-12-03,2.0605,,,49330.0,2.0605,,
2012-11-30,2.059,,,23001.0,2.059,,
2012-11-29,2.102,,,1.0,2.102,,
2012-11-28,2.1205,,,32849.0,2.1205,,
2012-11-27,2.0885,,,253431.0,2.0885,,
2012-11-26,2.053,,,97312.0,2.053,,
2012-11-23,2.0485,,,501.0,2.0485,,
2012-11-22,2.0395,,,304611.0,2.0395,,
2012-11-21,2.0475,,,52139.0,2.0475,,
2012-11-20,2.046,,,57111.0,2.046,,
2012-11-19,2.043,,,1755.0,2.043,,
2012-11-16,2.0095,,,40601.0,2.0095,,
2012-11-15,2.0555,,,81154.0,2.0555,,
2012-11-14,2.0545,,,486109.0,2.0545,,
2012-11-13,2.041,,,135727.0,2.041,,
2012-11-12,2.075,,,35412.0,2.075,,
2012-11-09,2.175,,,465585.0,2.175,,
2012-11-08,2.177,,,68452.0,2.177,,
2012-11-07,2.1515,,,1831501.0,2.1515,,
2012-11-06,2.1085,,,10881.0,2.1085,,
2012-11-05,2.1085,,,627658.0,2.1085,,
2012-11-02,2.0995,,,164145.0,2.0995,,
2012-11-01,2.11,,,32496.0,2.11,,
2012-10-31,2.1,,,13001.0,2.1,,
2012-10-30,2.07,,,27301.0,2.07,,
2012-10-29,2.075,,,105601.0,2.075,,
2012-10-26,2.109,,,28560.0,2.109,,
2012-10-25,2.12,,,74903.0,2.12,,
2012-10-24,2.1435,,,5001.0,2.1435,,
2012-10-23,2.0805,,,25001.0,2.0805,,
2012-10-22,2.1225,,,1.0,2.1225,,
2012-10-19,2.1255,,,4549.0,2.1255,,
2012-10-18,2.0995,,,2499.0,2.0995,,
2012-10-17,2.0615,,,55793.0,2.0615,,
2012-10-16,2.0525,,,22401.0,2.0525,,
2012-10-15,2.0465,,,194771.0,2.0465,,
2012-10-12,2.0805,,,117707.0,2.0805,,
2012-10-11,2.152,,,131269.0,2.152,,
2012-10-10,2.101,,,40127.0,2.101,,
2012-10-09,2.1,,,17027.0,2.1,,
2012-10-08,2.0855,,,1.0,2.0855,,
2012-10-05,2.0845,,,77481.0,2.0845,,
2012-10-04,2.1085,,,34901.0,2.1085,,
2012-10-03,2.079,,,86831.0,2.079,,
2012-10-02,2.097,,,3079.0,2.097,,
2012-10-01,2.135,,,298331.0,2.135,,
2012-09-28,2.163,,,315425.0,2.163,,
2012-09-27,2.0835,,,76125.0,2.0835,,
2012-09-26,2.1085,,,352332.0,2.1085,,
2012-09-25,2.1445,,,30001.0,2.1445,,
2012-09-24,2.1435,,,7711.0,2.1435,,
2012-09-21,2.1635,,,27501.0,2.1635,,
2012-09-20,2.1445,,,543279.0,2.1445,,
2012-09-19,2.1075,,,269304.0,2.1075,,
2012-09-18,2.11,,,257961.0,2.11,,
2012-09-17,2.156,,,58258.0,2.156,,
2012-09-14,2.244,,,173914.0,2.244,,
2012-09-13,2.1615,,,51993.0,2.1615,,
2012-09-12,2.1135,,,59721.0,2.1135,,
2012-09-11,2.1395,,,84001.0,2.1395,,
2012-09-10,2.1925,,,144901.0,2.1925,,
2012-09-07,2.1715,,,530265.0,2.1715,,
2012-09-06,2.131,,,55041.0,2.131,,
2012-09-05,2.1165,,,365346.0,2.1165,,
2012-09-04,2.1745,,,512877.0,2.1745,,
2012-09-03,2.151,,,53339.0,2.151,,
2012-08-31,2.134,,,212301.0,2.134,,
2012-08-30,2.181,,,87743.0,2.181,,
2012-08-29,2.1735,,,115616.0,2.1735,,
2012-08-28,2.1415,,,738943.0,2.1415,,
2012-08-24,2.1495,,,294356.0,2.1495,,
2012-08-23,2.219,,,35217.0,2.219,,
2012-08-22,2.2105,,,71821.0,2.2105,,
2012-08-21,2.218,,,150193.0,2.218,,
2012-08-20,2.1745,,,382766.0,2.1745,,
2012-08-17,2.172,,,6446.0,2.172,,
